优先级,不符合规则,问题分类,所属项目,所属执行,相关研发需求,任务名称,任务描述,任务类型,截止日期,任务状态,最初预计,总计消耗,预计剩余,进度,由谁创建,创建日期,由谁完成,实际完成,问题详情
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,【架构】4月1日AI智能体技术培训,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026年4月1日9：00——10：00</span></p><p><span style=""font-size:13px;font-family:PingFangSC",a_dev,2026-04-10,changed,2,3,0,100,260298,2026-04-01 10:40:56,a80837,2026-04-09 09:11:00,任务未完成且已过截止日：2026-04-10
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0430,61501 1156-4月AI应用销售财务项目需求,【后端开发】4月1日AI智能体技术培训,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026年4月1日9：00——10：00</span></p><p><span style=""font-size:13px;font-family:PingFangSC",a_dev4_control,2026-04-10,changed,11,11,0,100,260298,2026-04-01 10:35:40,180167,2026-04-01 17:30:00,任务未完成且已过截止日：2026-04-10
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0430,60667 2026年4月运维专项需求,【脚本执行申请】 去掉流水类型映射表中的冲正类型，待有冲正类型的字典值之后再加上,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">去掉流水类型映射表中的冲正类型，待有冲正类型的字典值之后再加上</span></p><p><span style=""color:rgb(0,0,0);font-size:13px",a_dev4_control,2026-03-31,done,1,0.1,0,100,180167,2026-03-31 09:34:16,A80739,2026-04-01 08:56:00,任务完成日晚于截止日：2026-04-01 > 2026-03-31
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0430,61335 1155-商用项目合同模式应收台单详情管理,【后端开发】3月27日1155-商用项目合同模式应收台账管理需求评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/03/27 15:00-16:00</span></p>",a_dev4_control,2026-03-31,changed,5,5,0,100,260298,2026-03-30 14:46:55,180167,2026-03-27 17:30:00,任务未完成且已过截止日：2026-03-31
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【测试】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",ae2_test,2026-04-30,cancel,1,0,1,0,260298,2026-04-24 10:35:42,,None,任务未完成且已过截止日：2026-04-30
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,64046 1197-同步网批高包资源信息的是否为网批4.0返利字段信息,1197-同步网批高包资源信息的是否为网批4.0返利字段信息 - 需求验收,1197-同步网批高包资源信息的是否为网批4.0返利字段信息 - 需求验收,ab3_request_check,2026-06-02,wait,2,0,2,0,180748,2026-06-05 17:04:21,,None,任务未完成且已过截止日：2026-06-02
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63534 2026年5月发版技术支持,【后端6】5月27日0530版本投产方案评审,会议时间：2026-05-27 15:00-16:00 方案评审结论通过，待办如下： 1.汇票审核申请表添加库名-毛慧敏 20260527已完成 2.删除DML中多余的菜单脚本-毛慧敏 20260527已完成 3.确认返利数据有无0点的数据-徐伟 20260527已完成,a_dev4_control,2026-06-03,wait,1,0,1,0,260298,2026-06-01 15:14:07,,None,任务未完成且已过截止日：2026-06-03
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63250 2026年5月运维专项需求,补充钱包银行支行,<p><strong>任务描述</strong></p><p><strong>【提供者】：卢家朝</strong></p><p><strong>【执行时间】：2026年5月21日</strong></p><p><strong>【修改理由】：补充钱包银行支行</strong></p><p><strong>【执行内容】：</strong></p><p><strong>-- ES脚本</strong><,Dev_Ops,2026-05-21,wait,0.1,0,0.1,0,A80602,2026-05-21 16:18:09,,None,任务未完成且已过截止日：2026-05-21
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,【UI设计】1176 - 网批业务板块人工认款增加添加附件以及审核功能-审核详情修改+讨论,,ad1_UI_des,2026-05-30,done,9,9,0,100,a80549,2026-05-20 16:25:22,a80549,2026-05-31 16:53:00,任务完成日晚于截止日：2026-05-31 > 2026-05-30
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,【UI设计】	网批业务板块人工认款审核功能增加附件类型设计,,ad1_UI_des,2026-05-30,done,9,9,0,100,a80549,2026-05-20 09:01:13,a80549,2026-05-31 16:53:00,任务完成日晚于截止日：2026-05-31 > 2026-05-30
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,【UI设计】网批业务板块人工认款审核功能设计稿修改,,ad1_UI_des,2026-05-29,done,9,9,0,100,a80549,2026-05-18 16:50:40,a80549,2026-05-31 16:52:00,任务完成日晚于截止日：2026-05-31 > 2026-05-29
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,【产品】5月6日1175 汇票认款界面增加“认款状态”筛选框和1176 网批业务板块人工认款增加添加附件以及审核功能需求评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/5/6 16:00-17:30</span></p>",ab2_request_des,2026-05-15,done,3,2.5,0,100,260298,2026-05-12 13:45:41,A80514,2026-05-18 15:30:00,任务完成日晚于截止日：2026-05-18 > 2026-05-15
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,【产品】5月8日1161-FMS侧钱包个人用户管理UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/5/8 09:00-10:00</span></p>",ab2_request_des,2026-05-15,done,2,2,0,100,260298,2026-05-09 16:01:17,A80514,2026-05-18 09:49:00,任务完成日晚于截止日：2026-05-18 > 2026-05-15
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63309 1178 - 商品税率获取及自动开票,【产品】5月9日1178 - 商品税率获取及自动开票需求评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：</span><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, H",ab2_request_des,2026-05-15,done,3,2.5,0,100,260298,2026-05-09 15:50:31,A80514,2026-05-18 15:30:00,任务完成日晚于截止日：2026-05-18 > 2026-05-15
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,【产品】5月9日1175 汇票认款界面增加“认款状态”筛选框和1176 网批业务板块人工认款增加添加附件以及审核功能UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：</span><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, H",ab2_request_des,2026-05-15,done,2,2,0,100,260298,2026-05-09 15:42:01,A80514,2026-05-18 15:00:00,任务完成日晚于截止日：2026-05-18 > 2026-05-15
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,用户管理投产文档编写，菜单和权限脚本整理和编写,用户管理投产文档编写，菜单和权限脚本整理和编写,a_dev4_control,2025-05-29,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-29
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,用户管理提测演示和产品对功能实现验收,用户管理提测演示和产品对功能实现验收,a_dev4_control,2025-05-28,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-28
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,处理环境问题和缺跟进，对功能缺陷修复和对应的问题出现做根因分析,处理环境问题和缺跟进，对功能缺陷修复和对应的问题出现做根因分析,a_dev4_control,2025-05-27,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-27
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,产品功能需求变更-账户状态和银联状态取消映射展示银联状态，所有账户查询取消非正常状态限制,产品功能需求变更-账户状态和银联状态取消映射展示银联状态，所有账户查询取消非正常状态限制,a_dev4_control,2025-05-25,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-25
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,用户管理前后端功能联调，补充或修改前端需要的特殊字段,用户管理前后端功能联调，补充或修改前端需要的特殊字段,a_dev4_control,2025-05-24,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-24
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,自测功能实现，保证功能在联调前可用，无功能体验问题,自测功能实现，保证功能在联调前可用，无功能体验问题,a_dev4_control,2025-05-22,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-22
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,排查出口测算回调但是出口方未收到结果和收银台账户无法支付问题,排查出口测算回调但是出口方未收到结果和收银台账户无法支付问题,a_dev4_control,2025-05-21,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-21
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,编写功能变更单元测试，验证功能逻辑的正确性和健壮性,编写功能变更单元测试，验证功能逻辑的正确性和健壮性,a_dev4_control,2025-05-20,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-20
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,用户账户查询优化，用户银联账户状态即时查询能力提供，涉及多端（FMS/WALLET）,用户账户查询优化，用户银联账户状态即时查询能力提供，涉及多端（FMS/WALLET）,a_dev4_control,2025-05-18,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-18
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,构建个人用户管理导出，列表，查询功能,构建个人用户管理导出，列表，查询功能,a_dev4_control,2025-05-15,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-15
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,重新构建企业用户管理导出，列表，查询功能，适配本次功能变更,重新构建企业用户管理导出，列表，查询功能，适配本次功能变更,a_dev4_control,2025-05-13,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-13
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,编写用户管理详细设计，需要包含如何变动，涉及的表，待优化的代码结构等逻辑的梳理补充,编写用户管理详细设计，需要包含如何变动，涉及的表，待优化的代码结构等逻辑的梳理补充,a_dev4_control,2025-05-11,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-11
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,编写用户管理，个人数据大数据量下sql分页查询前期验证，辅助编写详细设计,编写用户管理，个人数据大数据量下sql分页查询前期验证，辅助编写详细设计,a_dev4_control,2025-05-08,cancel,10,0,10,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-08
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,63032 1161-FMS侧钱包个人用户管理,用户管理需求梳理，将需求中存在的问题事项和产品测试前端对齐,用户管理需求梳理，将需求中存在的问题事项和产品测试前端对齐,a_dev4_control,2025-05-07,cancel,20,0,20,0,180152,2026-06-01 15:49:10,,None,任务未完成且已过截止日：2025-05-07
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0530,62757 1169-认款接口数据互通与状态链路数据交互,测试,"<p><img src=""{896046.png}"" alt=""file-read-896046.png"" /></p>",a_dev,2026-04-30,cancel,1,0,1,0,A80520,2026-04-23 11:23:31,,None,任务未完成且已过截止日：2026-04-30
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0525,62728 1148-Doris数据迁移与服务器资源释放,数据库迁移_对账功能回归,回归验证对账功能是否会因数据库迁移产生问题,ae2_test,2026-05-14,done,8,8,0,100,yuli,2026-05-14 14:58:39,550388,2026-05-20 08:44:04,任务完成日晚于截止日：2026-05-20 > 2026-05-14
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0525,62728 1148-Doris数据迁移与服务器资源释放,数据库迁移_数据/档案功能回归,回归验证数据/档案功能是否会因数据库迁移产生问题,ae2_test,2026-05-13,done,8,8,0,100,yuli,2026-05-14 14:58:39,550388,2026-05-20 08:43:37,任务完成日晚于截止日：2026-05-20 > 2026-05-13
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0525,62728 1148-Doris数据迁移与服务器资源释放,数据库迁移_报表功能回归,回归验证报表功能是否会因数据库迁移产生问题,ae2_test,2026-05-09,done,8,8,0,100,yuli,2026-05-14 14:58:39,550388,2026-05-15 10:45:51,任务完成日晚于截止日：2026-05-15 > 2026-05-09
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0515,62877 1175 - 汇票认款界面增加“认款状态”筛选框,【测试】汇票新增认款状态需求--功能测试,汇票新增认款状态需求--功能测试,test,2026-05-07,done,4,4,0,100,yuli,2026-05-14 14:57:32,wangyue,2026-05-14 17:30:00,任务完成日晚于截止日：2026-05-14 > 2026-05-07
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0515,62877 1175 - 汇票认款界面增加“认款状态”筛选框,【测试】汇票新增认款状态需求--用例编写,汇票新增认款状态需求--用例编写,test,2026-05-06,done,4,4,0,100,yuli,2026-05-14 14:57:32,wangyue,2026-05-14 17:30:00,任务完成日晚于截止日：2026-05-14 > 2026-05-06
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0515,62820 1150-【汇票】新建客户时历史汇票数据处理,【测试】汇票认款功能 --回归测试,汇票认款功能 --回归测试,test,2026-05-09,done,4,4,0,100,yuli,2026-05-14 14:57:32,wangyue,2026-05-14 12:30:00,任务完成日晚于截止日：2026-05-14 > 2026-05-09
P0,规则15/19,任务问题,销售财务中台管理系统,【2026】FMS-0515,63110 1181-非资管户重置支付密码短信发送调整,【测试】非资管户重置支付密码短信发送调整_用例测试,执行非资管户重置支付密码短信发送调整测试用例,test,2026-05-08,done,16,16,0,100,yuli,2026-05-14 14:57:32,550388,2026-05-15 10:45:15,任务完成日晚于截止日：2026-05-15 > 2026-05-08
